date,season,year,month,hour,workingday,total,time_category
2011-01-06,Spring,2011,Jan,14,1,70,Afternoon
2011-01-06,Spring,2011,Jan,15,1,62,Afternoon
2011-01-06,Spring,2011,Jan,16,1,86,Evening
2011-01-06,Spring,2011,Jan,17,1,172,Evening
2011-01-06,Spring,2011,Jan,18,1,163,Evening
2011-01-06,Spring,2011,Jan,19,1,112,Evening
2011-01-06,Spring,2011,Jan,20,1,69,Night
2011-01-06,Spring,2011,Jan,21,1,48,Night
2011-01-06,Spring,2011,Jan,22,1,52,Night
2011-01-06,Spring,2011,Jan,23,1,23,Night
2011-01-07,Spring,2011,Jan,0,1,17,Night
2011-01-07,Spring,2011,Jan,1,1,7,Night
2011-01-07,Spring,2011,Jan,2,1,1,Night
2011-01-07,Spring,2011,Jan,4,1,1,Night
2011-01-07,Spring,2011,Jan,5,1,5,Night
2011-01-07,Spring,2011,Jan,6,1,34,Morning
2011-01-07,Spring,2011,Jan,7,1,84,Morning
2011-01-07,Spring,2011,Jan,8,1,210,Morning
2011-01-07,Spring,2011,Jan,9,1,134,Morning
2011-01-07,Spring,2011,Jan,10,1,63,Afternoon
2011-01-07,Spring,2011,Jan,11,1,67,Afternoon
2011-01-07,Spring,2011,Jan,12,1,59,Afternoon
2011-01-07,Spring,2011,Jan,13,1,73,Afternoon
2011-01-07,Spring,2011,Jan,14,1,50,Afternoon
2011-01-07,Spring,2011,Jan,15,1,72,Afternoon
2011-01-07,Spring,2011,Jan,16,1,87,Evening
2011-01-07,Spring,2011,Jan,17,1,187,Evening
2011-01-07,Spring,2011,Jan,18,1,123,Evening
2011-01-07,Spring,2011,Jan,19,1,95,Evening
2011-01-07,Spring,2011,Jan,20,1,51,Night
2011-01-07,Spring,2011,Jan,21,1,39,Night
2011-01-07,Spring,2011,Jan,22,1,36,Night
2011-01-07,Spring,2011,Jan,23,1,15,Night
2011-01-08,Spring,2011,Jan,0,0,25,Night
2011-01-08,Spring,2011,Jan,1,0,16,Night
2011-01-08,Spring,2011,Jan,2,0,16,Night
2011-01-08,Spring,2011,Jan,3,0,7,Night
2011-01-08,Spring,2011,Jan,4,0,1,Night
2011-01-08,Spring,2011,Jan,5,0,5,Night
2011-01-08,Spring,2011,Jan,6,0,2,Morning
2011-01-08,Spring,2011,Jan,7,0,9,Morning
2011-01-08,Spring,2011,Jan,8,0,15,Morning
2011-01-08,Spring,2011,Jan,9,0,20,Morning
2011-01-08,Spring,2011,Jan,10,0,61,Afternoon
2011-01-08,Spring,2011,Jan,11,0,62,Afternoon
2011-01-08,Spring,2011,Jan,12,0,98,Afternoon
2011-01-08,Spring,2011,Jan,13,0,102,Afternoon
2011-01-08,Spring,2011,Jan,14,0,95,Afternoon
2011-01-08,Spring,2011,Jan,15,0,74,Afternoon
2011-01-08,Spring,2011,Jan,16,0,76,Evening
2011-01-08,Spring,2011,Jan,17,0,69,Evening
2011-01-08,Spring,2011,Jan,18,0,55,Evening
2011-01-08,Spring,2011,Jan,19,0,30,Evening
2011-01-08,Spring,2011,Jan,20,0,28,Night
2011-01-08,Spring,2011,Jan,21,0,37,Night
2011-01-08,Spring,2011,Jan,22,0,34,Night
2011-01-08,Spring,2011,Jan,23,0,22,Night
2011-01-09,Spring,2011,Jan,0,0,25,Night
2011-01-09,Spring,2011,Jan,1,0,12,Night
2011-01-09,Spring,2011,Jan,2,0,11,Night
2011-01-09,Spring,2011,Jan,3,0,4,Night
2011-01-09,Spring,2011,Jan,4,0,1,Night
2011-01-09,Spring,2011,Jan,5,0,1,Night
2011-01-09,Spring,2011,Jan,6,0,1,Morning
2011-01-09,Spring,2011,Jan,7,0,6,Morning
2011-01-09,Spring,2011,Jan,8,0,10,Morning
2011-01-09,Spring,2011,Jan,9,0,19,Morning
2011-01-09,Spring,2011,Jan,10,0,49,Afternoon
2011-01-09,Spring,2011,Jan,11,0,49,Afternoon
2011-01-09,Spring,2011,Jan,12,0,83,Afternoon
2011-01-09,Spring,2011,Jan,13,0,75,Afternoon
2011-01-09,Spring,2011,Jan,14,0,72,Afternoon
2011-01-09,Spring,2011,Jan,15,0,82,Afternoon
2011-01-09,Spring,2011,Jan,16,0,92,Evening
2011-01-09,Spring,2011,Jan,17,0,62,Evening
2011-01-09,Spring,2011,Jan,18,0,48,Evening
2011-01-09,Spring,2011,Jan,19,0,41,Evening
2011-01-09,Spring,2011,Jan,20,0,38,Night
2011-01-09,Spring,2011,Jan,21,0,20,Night
2011-01-09,Spring,2011,Jan,22,0,15,Night
2011-01-09,Spring,2011,Jan,23,0,6,Night
2011-01-10,Spring,2011,Jan,0,1,5,Night
2011-01-10,Spring,2011,Jan,1,1,1,Night
2011-01-10,Spring,2011,Jan,2,1,3,Night
2011-01-10,Spring,2011,Jan,3,1,1,Night
2011-01-10,Spring,2011,Jan,4,1,3,Night
2011-01-10,Spring,2011,Jan,5,1,3,Night
2011-01-10,Spring,2011,Jan,6,1,31,Morning
2011-01-10,Spring,2011,Jan,7,1,77,Morning
2011-01-10,Spring,2011,Jan,8,1,188,Morning
2011-01-10,Spring,2011,Jan,9,1,94,Morning
2011-01-10,Spring,2011,Jan,10,1,31,Afternoon
2011-01-10,Spring,2011,Jan,11,1,30,Afternoon
2011-01-10,Spring,2011,Jan,12,1,52,Afternoon
2011-01-10,Spring,2011,Jan,13,1,54,Afternoon
2011-01-10,Spring,2011,Jan,14,1,47,Afternoon
2011-01-10,Spring,2011,Jan,15,1,45,Afternoon
2011-01-10,Spring,2011,Jan,16,1,74,Evening
2011-01-10,Spring,2011,Jan,17,1,178,Evening
2011-01-10,Spring,2011,Jan,18,1,155,Evening
2011-01-10,Spring,2011,Jan,19,1,95,Evening
2011-01-10,Spring,2011,Jan,20,1,74,Night
2011-01-10,Spring,2011,Jan,21,1,38,Night
2011-01-10,Spring,2011,Jan,22,1,24,Night
2011-01-10,Spring,2011,Jan,23,1,18,Night
2011-01-11,Spring,2011,Jan,0,1,12,Night
2011-01-11,Spring,2011,Jan,1,1,3,Night
2011-01-11,Spring,2011,Jan,2,1,3,Night
2011-01-11,Spring,2011,Jan,5,1,6,Night
2011-01-11,Spring,2011,Jan,6,1,27,Morning
2011-01-11,Spring,2011,Jan,7,1,99,Morning
2011-01-11,Spring,2011,Jan,8,1,217,Morning
2011-01-11,Spring,2011,Jan,9,1,130,Morning
2011-01-11,Spring,2011,Jan,10,1,54,Afternoon
2011-01-11,Spring,2011,Jan,11,1,35,Afternoon
2011-01-11,Spring,2011,Jan,12,1,57,Afternoon
2011-01-11,Spring,2011,Jan,13,1,52,Afternoon
2011-01-11,Spring,2011,Jan,14,1,63,Afternoon
2011-01-11,Spring,2011,Jan,15,1,47,Afternoon
2011-01-11,Spring,2011,Jan,16,1,76,Evening
2011-01-11,Spring,2011,Jan,17,1,136,Evening
2011-01-11,Spring,2011,Jan,18,1,95,Evening
2011-01-11,Spring,2011,Jan,19,1,51,Evening
2011-01-11,Spring,2011,Jan,20,1,32,Night
2011-01-11,Spring,2011,Jan,21,1,20,Night
2011-01-11,Spring,2011,Jan,22,1,29,Night
2011-01-11,Spring,2011,Jan,23,1,19,Night
2011-01-12,Spring,2011,Jan,0,1,7,Night
2011-01-12,Spring,2011,Jan,1,1,6,Night
2011-01-12,Spring,2011,Jan,2,1,1,Night
2011-01-12,Spring,2011,Jan,5,1,5,Night
2011-01-12,Spring,2011,Jan,6,1,16,Morning
2011-01-12,Spring,2011,Jan,7,1,54,Morning
2011-01-12,Spring,2011,Jan,8,1,128,Morning
2011-01-12,Spring,2011,Jan,9,1,81,Morning
2011-01-12,Spring,2011,Jan,10,1,39,Afternoon
2011-01-12,Spring,2011,Jan,11,1,35,Afternoon
2011-01-12,Spring,2011,Jan,12,1,55,Afternoon
2011-01-12,Spring,2011,Jan,13,1,49,Afternoon
2011-01-12,Spring,2011,Jan,14,1,44,Afternoon
2011-01-12,Spring,2011,Jan,15,1,49,Afternoon
2011-01-12,Spring,2011,Jan,16,1,68,Evening
2011-01-12,Spring,2011,Jan,17,1,139,Evening
2011-01-12,Spring,2011,Jan,18,1,137,Evening
2011-01-12,Spring,2011,Jan,19,1,83,Evening
2011-01-12,Spring,2011,Jan,20,1,56,Night
2011-01-12,Spring,2011,Jan,21,1,57,Night
2011-01-12,Spring,2011,Jan,22,1,33,Night
2011-01-12,Spring,2011,Jan,23,1,20,Night
2011-01-13,Spring,2011,Jan,0,1,7,Night
2011-01-13,Spring,2011,Jan,1,1,2,Night
2011-01-13,Spring,2011,Jan,2,1,2,Night
2011-01-13,Spring,2011,Jan,3,1,3,Night
2011-01-13,Spring,2011,Jan,4,1,4,Night
2011-01-13,Spring,2011,Jan,5,1,3,Night
2011-01-13,Spring,2011,Jan,6,1,28,Morning
2011-01-13,Spring,2011,Jan,7,1,72,Morning
2011-01-13,Spring,2011,Jan,8,1,202,Morning
2011-01-13,Spring,2011,Jan,9,1,139,Morning
2011-01-13,Spring,2011,Jan,10,1,38,Afternoon
2011-01-13,Spring,2011,Jan,11,1,37,Afternoon
2011-01-13,Spring,2011,Jan,12,1,52,Afternoon
2011-01-13,Spring,2011,Jan,13,1,83,Afternoon
2011-01-13,Spring,2011,Jan,14,1,42,Afternoon
2011-01-13,Spring,2011,Jan,15,1,60,Afternoon
2011-01-13,Spring,2011,Jan,16,1,78,Evening
2011-01-13,Spring,2011,Jan,17,1,162,Evening
2011-01-13,Spring,2011,Jan,18,1,144,Evening
2011-01-13,Spring,2011,Jan,19,1,99,Evening
2011-01-13,Spring,2011,Jan,20,1,64,Night
2011-01-13,Spring,2011,Jan,21,1,40,Night
2011-01-13,Spring,2011,Jan,22,1,30,Night
2011-01-13,Spring,2011,Jan,23,1,15,Night
2011-01-14,Spring,2011,Jan,0,1,14,Night
2011-01-14,Spring,2011,Jan,1,1,5,Night
2011-01-14,Spring,2011,Jan,2,1,1,Night
2011-01-14,Spring,2011,Jan,3,1,1,Night
2011-01-14,Spring,2011,Jan,5,1,8,Night
2011-01-14,Spring,2011,Jan,6,1,17,Morning
2011-01-14,Spring,2011,Jan,7,1,70,Morning
2011-01-14,Spring,2011,Jan,8,1,158,Morning
2011-01-14,Spring,2011,Jan,9,1,117,Morning
2011-01-14,Spring,2011,Jan,10,1,44,Afternoon
2011-01-14,Spring,2011,Jan,11,1,53,Afternoon
2011-01-14,Spring,2011,Jan,12,1,61,Afternoon
2011-01-14,Spring,2011,Jan,13,1,77,Afternoon
2011-01-14,Spring,2011,Jan,14,1,64,Afternoon
2011-01-14,Spring,2011,Jan,15,1,68,Afternoon
2011-01-14,Spring,2011,Jan,16,1,90,Evening
2011-01-14,Spring,2011,Jan,17,1,159,Evening
2011-01-14,Spring,2011,Jan,18,1,139,Evening
2011-01-14,Spring,2011,Jan,19,1,92,Evening
2011-01-14,Spring,2011,Jan,20,1,68,Night
2011-01-14,Spring,2011,Jan,21,1,52,Night
2011-01-14,Spring,2011,Jan,22,1,36,Night
2011-01-14,Spring,2011,Jan,23,1,27,Night
2011-01-15,Spring,2011,Jan,0,0,28,Night
2011-01-15,Spring,2011,Jan,1,0,20,Night
2011-01-15,Spring,2011,Jan,2,0,12,Night
2011-01-15,Spring,2011,Jan,3,0,8,Night
2011-01-15,Spring,2011,Jan,4,0,5,Night
2011-01-15,Spring,2011,Jan,5,0,1,Night
2011-01-15,Spring,2011,Jan,6,0,3,Morning
2011-01-15,Spring,2011,Jan,7,0,10,Morning
2011-01-15,Spring,2011,Jan,8,0,23,Morning
2011-01-15,Spring,2011,Jan,9,0,33,Morning
2011-01-15,Spring,2011,Jan,10,0,59,Afternoon
2011-01-15,Spring,2011,Jan,11,0,72,Afternoon
2011-01-15,Spring,2011,Jan,12,0,89,Afternoon
2011-01-15,Spring,2011,Jan,13,0,101,Afternoon
2011-01-15,Spring,2011,Jan,14,0,118,Afternoon
2011-01-15,Spring,2011,Jan,15,0,129,Afternoon
2011-01-15,Spring,2011,Jan,16,0,128,Evening
2011-01-15,Spring,2011,Jan,17,0,83,Evening
2011-01-15,Spring,2011,Jan,18,0,84,Evening
2011-01-15,Spring,2011,Jan,19,0,74,Evening
2011-01-15,Spring,2011,Jan,20,0,41,Night
2011-01-15,Spring,2011,Jan,21,0,57,Night
2011-01-15,Spring,2011,Jan,22,0,26,Night
2011-01-15,Spring,2011,Jan,23,0,44,Night
2011-01-16,Spring,2011,Jan,0,0,39,Night
2011-01-16,Spring,2011,Jan,1,0,23,Night
2011-01-16,Spring,2011,Jan,2,0,16,Night
2011-01-16,Spring,2011,Jan,3,0,15,Night
2011-01-16,Spring,2011,Jan,4,0,1,Night
2011-01-16,Spring,2011,Jan,5,0,2,Night
2011-01-16,Spring,2011,Jan,6,0,1,Morning
2011-01-16,Spring,2011,Jan,7,0,3,Morning
2011-01-16,Spring,2011,Jan,8,0,18,Morning
2011-01-16,Spring,2011,Jan,9,0,32,Morning
2011-01-16,Spring,2011,Jan,10,0,79,Afternoon
2011-01-16,Spring,2011,Jan,11,0,93,Afternoon
2011-01-16,Spring,2011,Jan,12,0,104,Afternoon
2011-01-16,Spring,2011,Jan,13,0,118,Afternoon
2011-01-16,Spring,2011,Jan,14,0,91,Afternoon
2011-01-16,Spring,2011,Jan,15,0,113,Afternoon
2011-01-16,Spring,2011,Jan,16,0,99,Evening
2011-01-16,Spring,2011,Jan,17,0,105,Evening
2011-01-16,Spring,2011,Jan,18,0,67,Evening
2011-01-16,Spring,2011,Jan,19,0,61,Evening
2011-01-16,Spring,2011,Jan,20,0,57,Night
2011-01-16,Spring,2011,Jan,21,0,28,Night
2011-01-16,Spring,2011,Jan,22,0,21,Night
2011-01-16,Spring,2011,Jan,23,0,18,Night
2011-01-17,Spring,2011,Jan,0,0,17,Night
2011-01-17,Spring,2011,Jan,1,0,16,Night
2011-01-17,Spring,2011,Jan,2,0,8,Night
2011-01-17,Spring,2011,Jan,3,0,2,Night
2011-01-17,Spring,2011,Jan,4,0,3,Night
2011-01-17,Spring,2011,Jan,5,0,1,Night
2011-01-17,Spring,2011,Jan,6,0,5,Morning
2011-01-17,Spring,2011,Jan,7,0,13,Morning
2011-01-17,Spring,2011,Jan,8,0,33,Morning
2011-01-17,Spring,2011,Jan,9,0,47,Morning
2011-01-17,Spring,2011,Jan,10,0,57,Afternoon
2011-01-17,Spring,2011,Jan,11,0,64,Afternoon
2011-01-17,Spring,2011,Jan,12,0,80,Afternoon
2011-01-17,Spring,2011,Jan,13,0,93,Afternoon
2011-01-17,Spring,2011,Jan,14,0,86,Afternoon
2011-01-17,Spring,2011,Jan,15,0,93,Afternoon
2011-01-17,Spring,2011,Jan,16,0,82,Evening
2011-01-17,Spring,2011,Jan,17,0,71,Evening
2011-01-17,Spring,2011,Jan,18,0,92,Evening
2011-01-17,Spring,2011,Jan,19,0,60,Evening
2011-01-17,Spring,2011,Jan,20,0,33,Night
2011-01-17,Spring,2011,Jan,21,0,27,Night
2011-01-17,Spring,2011,Jan,22,0,13,Night
2011-01-17,Spring,2011,Jan,23,0,4,Night
2011-01-18,Spring,2011,Jan,12,1,3,Afternoon
2011-01-18,Spring,2011,Jan,13,1,22,Afternoon
2011-01-18,Spring,2011,Jan,14,1,28,Afternoon
2011-01-18,Spring,2011,Jan,15,1,35,Afternoon
2011-01-18,Spring,2011,Jan,16,1,61,Evening
2011-01-18,Spring,2011,Jan,17,1,125,Evening
2011-01-18,Spring,2011,Jan,18,1,133,Evening
2011-01-18,Spring,2011,Jan,19,1,99,Evening
2011-01-18,Spring,2011,Jan,20,1,83,Night
2011-01-18,Spring,2011,Jan,21,1,41,Night
2011-01-18,Spring,2011,Jan,22,1,33,Night
2011-01-18,Spring,2011,Jan,23,1,20,Night
2011-01-19,Spring,2011,Jan,0,1,3,Night
2011-01-19,Spring,2011,Jan,1,1,7,Night
2011-01-19,Spring,2011,Jan,2,1,3,Night
2011-01-19,Spring,2011,Jan,4,1,2,Night
2011-01-19,Spring,2011,Jan,5,1,7,Night
2011-01-19,Spring,2011,Jan,6,1,32,Morning
2011-01-19,Spring,2011,Jan,7,1,90,Morning
2011-01-19,Spring,2011,Jan,8,1,197,Morning
2011-01-19,Spring,2011,Jan,9,1,109,Morning
2011-01-19,Spring,2011,Jan,10,1,47,Afternoon
2011-01-19,Spring,2011,Jan,11,1,52,Afternoon
2011-01-19,Spring,2011,Jan,12,1,70,Afternoon
2011-01-19,Spring,2011,Jan,13,1,78,Afternoon
2011-01-19,Spring,2011,Jan,14,1,75,Afternoon
2011-01-19,Spring,2011,Jan,15,1,82,Afternoon
2011-01-19,Spring,2011,Jan,16,1,104,Evening
2011-01-19,Spring,2011,Jan,17,1,197,Evening
2011-01-19,Spring,2011,Jan,18,1,161,Evening
2011-01-19,Spring,2011,Jan,19,1,112,Evening
2011-01-19,Spring,2011,Jan,20,1,76,Night
2011-01-19,Spring,2011,Jan,21,1,59,Night
2011-01-19,Spring,2011,Jan,22,1,59,Night
2011-01-19,Spring,2011,Jan,23,1,28,Night
2011-01-20,Spring,2011,Jan,0,1,13,Night
2011-01-20,Spring,2011,Jan,1,1,5,Night
2011-01-20,Spring,2011,Jan,2,1,2,Night
2011-01-20,Spring,2011,Jan,3,1,1,Night
2011-01-20,Spring,2011,Jan,4,1,1,Night
2011-01-20,Spring,2011,Jan,5,1,6,Night
2011-01-20,Spring,2011,Jan,6,1,35,Morning
2011-01-20,Spring,2011,Jan,7,1,101,Morning
2011-01-20,Spring,2011,Jan,8,1,249,Morning
2011-01-20,Spring,2011,Jan,9,1,143,Morning
2011-01-20,Spring,2011,Jan,10,1,57,Afternoon
2011-01-20,Spring,2011,Jan,11,1,68,Afternoon
2011-01-20,Spring,2011,Jan,12,1,84,Afternoon
2011-01-20,Spring,2011,Jan,13,1,98,Afternoon
2011-01-20,Spring,2011,Jan,14,1,81,Afternoon
2011-01-20,Spring,2011,Jan,15,1,70,Afternoon
2011-01-20,Spring,2011,Jan,16,1,91,Evening
2011-01-20,Spring,2011,Jan,17,1,215,Evening
2011-01-20,Spring,2011,Jan,18,1,185,Evening
2011-01-20,Spring,2011,Jan,19,1,152,Evening
2011-01-20,Spring,2011,Jan,20,1,126,Night
2011-01-20,Spring,2011,Jan,21,1,57,Night
2011-01-20,Spring,2011,Jan,22,1,56,Night
2011-01-20,Spring,2011,Jan,23,1,31,Night
2011-01-21,Spring,2011,Jan,0,1,21,Night
2011-01-21,Spring,2011,Jan,1,1,6,Night
2011-01-21,Spring,2011,Jan,2,1,2,Night
2011-01-21,Spring,2011,Jan,3,1,1,Night
2011-01-21,Spring,2011,Jan,4,1,1,Night
2011-01-21,Spring,2011,Jan,5,1,5,Night
2011-01-21,Spring,2011,Jan,6,1,27,Morning
2011-01-21,Spring,2011,Jan,7,1,68,Morning
2011-01-21,Spring,2011,Jan,8,1,217,Morning
2011-01-21,Spring,2011,Jan,9,1,166,Morning
2011-01-21,Spring,2011,Jan,10,1,63,Afternoon
2011-01-21,Spring,2011,Jan,11,1,59,Afternoon
2011-01-21,Spring,2011,Jan,12,1,78,Afternoon
2011-01-21,Spring,2011,Jan,13,1,73,Afternoon
2011-01-21,Spring,2011,Jan,14,1,62,Afternoon
2011-01-21,Spring,2011,Jan,15,1,65,Afternoon
2011-01-21,Spring,2011,Jan,16,1,97,Evening
2011-01-21,Spring,2011,Jan,17,1,161,Evening
2011-01-21,Spring,2011,Jan,18,1,120,Evening
2011-01-21,Spring,2011,Jan,19,1,96,Evening
2011-01-21,Spring,2011,Jan,20,1,53,Night
2011-01-21,Spring,2011,Jan,21,1,41,Night
2011-01-21,Spring,2011,Jan,22,1,34,Night
2011-01-21,Spring,2011,Jan,23,1,27,Night
2011-01-22,Spring,2011,Jan,0,0,13,Night
2011-01-22,Spring,2011,Jan,1,0,12,Night
2011-01-22,Spring,2011,Jan,2,0,11,Night
2011-01-22,Spring,2011,Jan,3,0,7,Night
2011-01-22,Spring,2011,Jan,4,0,3,Night
2011-01-22,Spring,2011,Jan,6,0,2,Morning
2011-01-22,Spring,2011,Jan,7,0,8,Morning
2011-01-22,Spring,2011,Jan,8,0,27,Morning
2011-01-22,Spring,2011,Jan,9,0,40,Morning
2011-01-22,Spring,2011,Jan,10,0,53,Afternoon
2011-01-22,Spring,2011,Jan,11,0,63,Afternoon
2011-01-22,Spring,2011,Jan,12,0,70,Afternoon
2011-01-22,Spring,2011,Jan,13,0,84,Afternoon
2011-01-22,Spring,2011,Jan,14,0,75,Afternoon
2011-01-22,Spring,2011,Jan,15,0,103,Afternoon
2011-01-22,Spring,2011,Jan,16,0,83,Evening
2011-01-22,Spring,2011,Jan,17,0,67,Evening
